PlayerName,Position,OverallRating,PaceRating,ShootRating,PassRating,DribRating,DefenseRating,PhysicalRating
Dan Neil,CDM,73,73,64,66,72,68,77
Robin Fellhauer,CDM,73,80,58,67,70,70,75
Maïté Boucly,LM,73,73,67,72,72,67,69
Alberto Brignoli,GK,73,72,71,78,73,50,75
Kingsley Ehizibue,RB,73,88,57,65,69,66,74
Shaquille Pinas,LB,73,76,64,68,69,69,73
Youri Regeer,CM,73,75,61,72,74,69,68
Alan Lescano,CM,73,65,70,72,76,63,73
Pauleta,CDM,73,67,71,74,71,70,66
Taylor Ziemer,ST,73,74,71,68,73,60,72
Rubén Blanco,GK,73,76,72,73,74,53,70
Claudio Baeza,CDM,73,66,66,69,72,68,77
Alessio Zerbin,RM,73,75,67,69,73,69,65
Jeffrey de Lange,GK,73,73,69,74,73,56,73
Rominigue Kouamé,CM,73,68,59,69,73,70,79
Håkon Evjen,CAM,73,87,63,70,76,57,65
Mads Bidstrup,CM,73,70,58,70,72,72,76
Erik,LB,73,85,51,69,74,65,74
Berkan Kutlu,CDM,73,75,63,65,69,71,75
Pubill,RB,73,79,55,66,71,69,78
Tomi Horvat,CM,73,75,70,73,76,55,69
Esperanza Pizarro,CM,73,69,74,74,72,60,69
Hugo Rincón,RB,73,81,62,66,70,67,72
Deniz Türüç,RM,73,72,71,73,73,57,71
Tesfaldet Tekie,CM,73,79,67,72,75,61,63
Pedro Rebocho,LB,73,76,57,69,73,67,75
Callum O'Hare,CAM,73,74,65,71,77,62,68
Martín Payero,CM,73,70,65,72,76,63,71
Felipe Carballo,CM,73,69,68,70,72,66,72
Ísak Bergmann Jóhannesson,CM,73,72,64,73,73,63,72
Jason Knight,CM,73,72,64,70,72,67,72
Ramiz Zerrouki,CDM,73,62,66,69,72,68,80
Abdelkahar Kadri,CM,73,72,70,71,79,62,63
Carlotta Wamser,RB,73,73,66,65,70,71,72
Bruninha,RB,73,77,57,69,76,69,69
Sebastián Boselli,CB,73,79,52,65,67,71,83
Andrés García,RB,73,77,64,69,73,68,66
Gorrotxa,CDM,73,72,59,66,69,71,79
David Simão,CM,73,64,69,74,71,69,69
Carlos Júnior,RW,73,79,74,64,75,48,76
Marko Grujić,CM,73,54,69,69,74,73,77
Carlo Holse,CAM,73,80,66,71,76,56,67
Pablo Martínez,LM,73,71,69,71,72,62,71
Björn Meijer,LB,73,68,62,69,67,71,79
Shannon O'Brien,ST,73,71,70,60,77,67,71
Matěj Jurásek,RW,73,81,71,67,74,54,69
Massadio Haïdara,LB,73,75,60,63,70,70,77
Anton Salétros,CM,73,64,66,74,71,66,74
Andy Polo,RM,73,89,62,68,74,59,63
Mijat Gaćinović,LM,73,80,61,70,75,63,66
Zack Steffen,GK,73,75,72,71,75,53,69
Arnaud Bodart,GK,73,76,70,68,73,55,73
Berat Özdemir,CDM,73,71,60,70,69,69,76
Josh Doig,LB,73,79,63,66,70,67,70
Luciano Boggio,CM,73,72,67,73,71,62,70
Alara Şehitler,RM,73,70,73,72,73,59,68
Jens Jønsson,CDM,73,73,56,65,70,73,77
Rubén Peña,RB,73,70,69,70,71,70,64
Lucas Menossi,CM,73,75,61,71,73,65,69
Julian Gressel,RM,73,66,63,74,71,65,75
Nedim Bajrami,CAM,73,75,67,72,77,58,65
Agustín Almendra,CM,73,68,67,69,71,67,72
Santiago González,CAM,73,81,72,68,79,55,59
Rıdvan Yılmaz,LB,73,88,56,66,76,66,62
Lukáš Sadílek,CM,73,69,63,72,73,67,70
Antoine Makoumbou,CDM,73,70,59,67,76,68,74
Danique Noordman,CM,73,71,66,72,71,68,66
Cláudio Ramos,GK,73,78,72,64,72,55,72
Ebou Adams,CDM,73,71,59,62,67,71,83
Amir Hadžiahmetović,CDM,73,65,60,73,72,70,73
César Huerta,LW,73,84,68,68,75,48,70
Alberto Reina,CM,73,66,69,71,73,66,68
Mats Møller Dæhli,CDM,73,70,57,68,77,65,75
Kevin Mbabu,RB,73,81,51,66,68,70,76
Ricardo Esgaio,RB,73,68,66,72,73,70,63
Samu,CM,73,73,69,72,74,59,65
Tim Skarke,ST,73,87,74,63,75,47,66
Gavin Bazunu,GK,73,74,72,74,76,47,69
Georgios Masouras,ST,73,72,73,73,75,49,70
Juan Camilo Portilla,CDM,73,69,66,67,67,68,75
Hayden Hackney,CDM,73,67,62,69,72,68,74
Joël Almada Monteiro,LM,73,81,69,64,73,47,78
Damián,CM,73,71,60,70,71,70,70
Jordan Ayew,RM,73,66,73,70,75,56,71
Luciano Vietto,ST,73,80,74,71,78,44,64
Jordan Holsgrove,CM,73,71,62,73,74,62,69
Hervé Koffi,GK,73,75,69,68,76,56,67
Mihailo Ristić,LB,73,73,64,66,72,68,68
Edwuin Cetré,LM,73,86,72,66,75,41,71
Borna Sosa,LB,73,71,53,77,73,67,70
Dion Lopy,CDM,73,64,60,70,72,69,76
Hugo Sotelo,CM,73,69,66,70,72,67,67
Gabri Martínez,LM,73,83,65,65,74,58,66
Elias Jelert,RB,73,84,57,68,72,67,63
Romane Enguehard,LB,73,71,66,68,74,68,64
Sara Ortega,LM,73,79,71,69,74,55,63
Ary Borges,CM,73,72,74,68,76,63,58
Samuel Dahl,LB,73,83,51,68,75,65,69
Adama Boiro,LB,73,75,58,65,69,70,73
Arturo Vidal,CM,73,51,70,74,69,74,72
Mamadou Fall,RM,73,88,71,66,71,40,74
Max Bird,CM,73,67,63,70,71,68,71
Antoni Milambo,CM,73,74,67,70,76,60,63
Berta Pujadas,CB,73,74,65,63,59,72,77
Djaoui Cissé,CM,73,63,69,68,75,67,67
Francesco Bardi,GK,73,74,71,70,74,49,71
Paddy McNair,CB,73,63,62,67,68,73,76
Mahmoud Dahoud,CM,73,63,67,72,78,64,65
Oliver Burke,ST,73,93,70,64,67,41,74
Georgiy Dzhikiya,CB,73,76,53,65,64,74,77
Keidi Bare,CDM,73,72,54,65,69,71,78
Abdelhamid Sabiri,CAM,73,59,71,71,75,59,74
João Mendes,CAM,73,69,72,71,73,56,68
Marcelino Núñez,CM,73,62,69,73,73,63,69
Omar Haktab Traoré,RB,73,84,54,62,69,68,72
David Møller Wolfe,LB,73,78,53,65,69,67,77
Kian Fitz-Jim,CM,73,75,58,70,78,66,62
Ulises Sánchez,RM,73,78,65,74,72,59,61
Lily Yohannes,CM,73,69,68,68,76,63,65
Ella Peddemors,CM,73,69,66,68,71,69,65
Jason Steele,GK,73,74,72,78,72,39,73
Vid Belec,GK,73,72,71,69,75,48,73
Joel Robles,GK,73,74,71,69,74,50,70
Leonardo Bittencourt,CAM,73,73,69,71,79,57,59
Thorgan Hazard,LW,73,66,72,73,78,53,66
Paul Nardi,GK,73,74,68,68,76,50,72
Juan Ferney Otero,ST,73,88,73,67,73,31,76
Melero,CM,73,51,71,72,69,70,75
Nicolás Tripichio,RB,73,81,51,66,71,67,72
Dujon Sterling,LB,73,75,51,67,70,71,74
Dinko Horkaš,GK,73,73,72,70,73,48,72
Aidan Morris,CDM,73,73,53,61,70,70,81
Miguel Rodríguez,RW,73,79,67,67,74,55,66
Cara Bösl,GK,73,73,74,76,71,45,69
Alena Bienz,LM,73,77,71,68,72,50,70
Stefan Bajcetic,CDM,73,74,52,67,73,71,71
Derlis González,ST,73,79,74,71,75,45,63
Alexander Schlager,GK,73,72,71,69,76,46,73
Lucas Boyé,ST,73,69,73,64,72,49,80
Cecilio Domínguez,LM,73,79,71,69,74,44,70
Ryan Manning,LB,73,68,60,72,72,68,67
Bartosz Slisz,CDM,73,71,56,67,70,68,75
Lucy Staniforth,CM,73,75,66,71,77,63,55
Tiago Esgaio,RB,73,72,56,69,72,70,68
Simen Bolkan Nordli,LM,73,71,69,71,71,55,70
Rebecka Blomqvist,ST,73,77,70,69,78,46,67
Rieke Dieckmann,CM,73,64,67,72,70,64,70
Máximo Perrone,CDM,73,72,55,70,76,68,66
Gabriel Batista,GK,73,72,72,78,73,39,73
Laura Vogt,CB,73,68,65,65,68,76,65
Iris Arnaiz,CDM,73,68,60,67,65,73,74
Ashley Young,RB,73,53,64,75,73,73,68
Mikkel Desler,RB,73,71,60,68,70,68,69
Carlos Mané,LM,73,89,70,68,76,41,62
Pol Lirola,RB,73,72,61,69,69,69,66
Patrick Soko,ST,73,90,71,62,73,34,76
Alexandros Paschalakis,GK,73,74,68,64,75,51,74
Jawad El Yamiq,CB,73,85,53,53,63,72,80
Oriol Rey,CM,73,57,61,72,72,70,74
Maisie Symonds,CM,73,68,67,70,73,64,64
Philip Otele,LM,73,92,74,62,79,27,72
Kate Del Fava,CB,73,72,49,69,70,74,72
Paula Perea,LB,73,71,49,69,70,70,77
Leandro Fernández,ST,73,77,75,69,72,42,70
Gauthier Gallon,GK,73,74,71,72,75,40,73
Dereck Kutesa,LM,73,89,70,66,73,40,67
Turrientes,CM,73,65,62,72,72,68,66
Enzo Leopold,CM,73,68,58,70,76,64,69
Matías Galarza,CM,73,63,73,70,76,65,58
Naomi Luyet,LM,73,79,70,68,76,51,60
Dennis Praet,CAM,73,61,69,74,74,59,67
Jason,RM,73,72,73,69,77,49,64
Joe Lolley,RM,73,74,73,71,73,50,63
Walter Bou,ST,73,68,74,63,72,50,77
Ronaël Pierre-Gabriel,RB,73,76,50,62,70,71,75
Leonardo Sernicola,LB,73,70,58,70,69,68,69
Nahuel Bustos,ST,73,83,73,67,76,33,72
Tommy Doyle,CM,73,65,66,74,74,65,60
Ricarda Walkling,CM,73,64,63,69,71,67,70
Cyrielle Blanc,CM,73,55,64,69,71,69,76
Matías Galarza,CDM,73,66,57,69,74,67,71
Ana Vitória,CAM,73,72,66,72,76,54,64
Smilla Vallotto,CM,73,68,66,73,73,61,62
John Souttar,CB,73,73,48,63,70,72,77
Sebastián Vegas,CB,73,72,55,62,65,72,77
Emmanuel Latte Lath,ST,73,91,71,63,73,37,68
Luca Orellano,LM,73,91,72,65,78,37,60
Matteo Brunori,ST,73,78,73,63,74,42,73
Lesley Ugochukwu,CDM,73,64,58,68,68,71,74
Mario Soriano,CAM,73,82,70,67,76,40,68
Marit Bratberg Lund,LB,73,66,67,70,64,71,65
Adrián,GK,73,68,76,72,68,43,75
Josh Murphy,LM,73,92,69,68,73,38,62
Alex Mowatt,CDM,73,50,69,74,70,66,73
Naby Keïta,CM,73,60,68,72,80,66,56
Manolis Saliakas,RB,73,69,58,68,72,66,69
Kelvin Amian,RB,73,77,48,61,66,72,78
Toni Lato,LB,73,76,56,70,71,68,61
Sergio Peña,CM,73,53,64,76,77,58,74
Oleksandr Karavaiev,RB,73,76,52,70,72,68,64
Tomás Chancalay,LM,73,83,72,69,76,40,62
Kjell Scherpen,GK,73,76,69,70,74,41,72
Lisa Lichtfus,GK,73,69,75,68,76,43,71
Rebecca Adamczyk,GK,73,71,67,72,75,44,73
Pablo Marín,CM,73,67,68,71,73,64,59
Jorge Broun,GK,73,71,71,70,73,41,75
Rubén Yáñez,GK,73,73,71,64,77,46,70
Abdülkadir Ömür,RM,73,79,64,71,77,54,56
Francisco González Metilli,CAM,73,73,70,72,74,41,71
Diant Ramaj,GK,73,74,70,81,76,28,72
Emily Burns,GK,73,71,68,67,78,43,74
Caspar Jander,CM,73,65,55,73,73,63,72
Rosa van Gool,CM,73,68,64,64,70,67,68
Ashley Westwood,CDM,73,54,64,75,66,68,73
Adam Smith,RB,73,60,59,70,70,73,68
Nick Viergever,CB,73,68,53,64,66,73,76
Nahuel Losada,GK,73,74,74,72,69,41,70
Pantelis Hatzidiakos,CB,73,68,53,65,65,73,76
Jacob Ondrejka,LM,73,78,73,71,75,46,57
María Valenzuela,GK,73,73,71,75,73,36,72
Daniel Peretz,GK,73,74,75,73,77,35,66
Mária Mikolajová,CDM,73,67,64,68,63,72,65
Robin Olsen,GK,73,73,70,73,73,35,75
Isac Lidberg,ST,73,80,71,58,69,40,81
Mathieu Cafaro,LM,73,74,68,70,75,47,65
Rémy Descamps,GK,73,74,68,65,76,43,73
Irvin Cardona,RW,73,86,73,67,72,30,71
Nacho Vidal,RB,73,73,57,68,67,69,65
Emre Kılınç,LM,73,74,68,70,75,51,61
Abel Ruiz,ST,73,74,72,69,74,39,71
Tobe Leysen,GK,73,73,70,69,77,37,73
Vladimír Coufal,RB,73,58,56,70,70,74,71
Aaron Molinas,CAM,73,77,57,72,76,51,66
Ignacio De Arruabarrena,GK,73,71,72,72,74,37,73
Anna Gerhardt,LB,73,67,59,69,70,71,63
Faustine Bataillard,CDM,73,69,55,64,70,74,67
Paola Ulloa,GK,73,73,73,70,73,41,69
Hildur Antonsdóttir,CDM,73,61,57,69,68,69,75
James Milner,CM,73,46,69,75,72,73,63
Ricky van Wolfswinkel,ST,73,63,73,69,69,52,72
Benito Raman,ST,73,87,73,67,73,34,64
Janis Blaswich,GK,73,73,68,65,73,43,76
Karol Linetty,CDM,73,56,64,71,73,70,64
Ivi López,CAM,73,73,72,72,75,40,66
Akieme,LB,73,78,48,60,70,69,73
Imrân Louza,CM,73,60,66,72,74,62,64
Torbjørn L. Heggem,CB,73,73,46,61,66,73,79
Oleksandr Tymchyk,RB,73,87,47,66,69,69,60
Agustín Sández,LB,73,81,42,58,63,70,84
Vanessa Leimenstoll,RM,73,79,71,68,74,45,61
Bashir Humphreys,LB,73,73,43,66,69,72,75
Mandy McGlynn,GK,73,69,73,74,73,36,73
Valentin Atangana,CDM,73,66,55,67,74,70,66
Jordan Ferri,CDM,73,52,60,72,73,67,73
Aleñá,RM,73,66,69,71,74,58,59
Rogério,LB,73,72,53,68,76,70,58
Aleksa Terzić,LB,73,82,46,64,71,68,66
Issa Kaboré,RB,73,81,39,64,73,67,73
Jan Kuchta,ST,73,77,71,64,71,34,80
Seydouba Cisse,CM,73,64,67,68,70,69,59
Maurice Neubauer,LB,73,76,50,66,67,67,71
Matija Frigan,ST,73,79,73,60,72,37,76
Pizzi,CM,73,58,70,76,73,61,58
Alexander Domínguez,GK,73,73,73,71,72,34,73
Timo Horn,GK,73,74,76,58,73,47,68
Gumbau,CM,73,44,67,75,69,73,68
Karl Hein,GK,73,72,71,69,76,35,73
Nicolai Vallys,CAM,73,78,67,70,74,35,72
Morgan Whittaker,RM,73,77,73,67,74,38,67
Juan Pintado,RB,73,88,44,64,72,67,61
Chemsdine Talbi,RM,73,90,59,64,79,47,57
Mohamed Belloumi,RM,73,81,71,70,76,38,60
Momoko Tanikawa,CAM,73,70,66,70,71,52,66
Sven Ulreich,GK,73,74,69,62,76,41,73
Rafael Romo,GK,73,75,71,68,74,36,71
Claudio Corvalán,CB,73,60,54,66,63,71,81
Nicolás Figal,CB,73,70,44,62,68,72,79
Lawrence Ati Zigi,GK,73,72,70,66,74,40,73
Elias Cobbaut,CB,73,68,41,69,68,71,78
Bryan Reynolds,RB,73,69,47,66,71,67,75
Teagan Micah,GK,73,71,72,76,73,30,73
Julian Justvan,CAM,73,79,63,71,75,54,53
Ally Gudorf,RB,73,76,44,64,69,73,69
Grace Kazadi,RB,73,73,47,65,72,71,67
Julie Doyle,RM,73,78,70,70,70,45,62
Tess Boade,CM,73,72,68,72,76,58,49
Michelle Cooper,RW,73,74,69,73,71,42,66
Christopher Bonsu Baah,LM,73,87,65,64,79,34,66
Stefano Denswil,CB,73,57,56,67,65,74,75
Erik Thommy,CAM,73,77,68,73,74,50,52
Iván Villar,GK,73,72,71,71,76,32,72
Branco van den Boomen,CM,73,39,73,81,67,62,72
Nathan Broadhead,LM,73,76,72,68,74,37,67
Jimmy Dunne,RB,73,64,46,64,67,73,80
Phil Neumann,CB,73,81,33,61,68,72,79
Haji Wright,ST,73,82,72,60,71,33,76
Aurora Mikalsen,GK,73,73,70,68,74,37,72
Vanessa Fischer,GK,73,73,70,73,72,35,71
Rachael Laws,GK,73,71,72,71,73,33,74
Madison Hammond,CDM,73,69,51,68,67,74,65
Kanteh,ST,73,81,71,65,75,33,69
Tereza Krejčiříková,CDM,73,69,47,70,64,71,73
Emma Jansson,CM,73,64,63,68,71,63,65
Loreen Bender,RM,73,74,68,68,79,50,55
Hamza Igamane,ST,73,80,72,63,74,34,70
Taras Stepanenko,CDM,73,54,57,69,68,71,74
Okan Kocuk,GK,73,76,72,66,76,33,70
Alex Palmer,GK,73,74,72,72,73,30,72
Carlos Protesoni,CDM,73,65,49,66,69,73,71
Nico Melamed,LM,73,80,66,72,76,40,59
Aral Şimşir,LW,73,80,64,72,75,36,66
Morgan Guilavogui,ST,73,74,71,66,71,39,72
Daniel Bîrligea,ST,73,82,70,60,70,31,80
Tiago Gouveia,RM,73,83,68,67,75,44,56
Nediljko Labrović,GK,73,73,68,63,76,40,73
Marc Bernal,CDM,73,61,53,71,74,70,63
Facundo Quignon,CDM,73,54,53,66,74,70,75
Emil Krafth,CB,73,53,59,69,70,74,67
Andreas Gianniotis,GK,73,74,71,65,74,38,70
Ezequiel Ponce,ST,73,74,72,61,72,37,76
Adam Armstrong,ST,73,76,74,66,73,35,68
Patrick Pflücke,RM,73,78,64,70,75,49,56
Emre Mor,RM,73,85,67,66,80,38,56
Axel Tuanzebe,RB,73,76,36,64,68,73,75
Mateusz Lis,GK,73,75,73,68,74,27,75
Javi López,LB,73,72,45,66,69,71,69
Nina Räcke,CB,73,63,52,68,64,72,73
Jenny Hipp,CM,73,59,65,71,69,61,67
Simone Charley,ST,73,66,75,70,70,42,69
Kervin Arriaga,CDM,73,61,49,63,62,74,83
María Miralles,GK,73,72,70,71,73,32,74
Frederikke Thøgersen,RB,73,70,50,68,65,71,68
Natalia Padilla Bidas,RW,73,78,71,62,72,45,64
Michael Kayode,RB,73,74,41,63,72,72,70
Romell Quioto,ST,73,81,71,69,72,22,76
Darijan Bojanić,CM,73,47,63,75,72,62,72
Steve Mounié,ST,73,63,72,64,69,44,79
Tomás Conechny,LM,73,85,70,65,75,33,63
Mads Roerslev,RB,73,68,45,69,70,70,69
Anthony Patterson,GK,73,73,71,72,75,30,70
Giulian Biancone,CB,73,67,45,65,68,72,74
Mateu Morey,RB,73,75,46,67,75,68,60
Tim Lemperle,ST,73,75,71,60,73,38,74
Asmita Ale,LB,73,68,51,68,64,73,67
Nicolò Cambiaghi,LM,73,75,72,66,77,38,63
Mike Penders,GK,73,77,72,76,75,22,69
Barry Bannan,CM,73,57,63,74,75,60,61
Aaron Cresswell,CB,73,50,59,73,71,75,62
Léo Baptistão,RM,73,73,72,69,73,33,70
Jeremy Toljan,RB,73,82,42,66,70,66,64
Miles Robinson,CB,73,82,35,55,67,72,79
Tomáš Vlček,CB,73,75,39,60,68,73,75
Hernán López Muñoz,CAM,73,82,67,67,79,36,59
Kevin Paredes,LW,73,82,61,66,78,58,45
Pedrinho,RM,73,82,64,71,78,42,53
Tasos Douvikas,ST,73,79,72,62,73,34,70
Ismaël Gharbi,LM,73,78,67,69,79,41,56
Anna Klink,GK,73,71,70,69,75,31,74
Naomi Mégroz,CB,73,63,59,63,63,74,68
Nahir Besara,CAM,73,56,73,74,71,44,71
Edison Flores,LW,73,77,72,67,76,38,59
Camacho,LM,73,80,71,68,75,33,62
Ben Godfrey,CB,73,79,43,60,60,72,75
Julián Carranza,ST,73,65,73,60,71,43,77
Felipe Silva,ST,73,76,72,60,68,28,85
Jody Brown,ST,73,76,76,62,72,43,60
Mohamed Daramy,LM,73,84,66,65,77,28,69
Mike Trésor,LM,73,81,67,72,75,38,56
Faris Pemi Moumbagna,ST,73,85,72,57,68,29,78
Antoniu Roca,RM,73,80,63,69,75,41,61
Yassine Kechta,CM,73,57,59,72,74,64,63
Lara Marti,LB,73,72,49,61,65,73,69
Lena Pauels,GK,73,72,72,69,73,31,72
Aïrine Fontaine,RM,73,73,70,68,76,41,61
Rodrigo Contreras,ST,73,70,74,61,69,34,80
Jiří Pavlenka,GK,73,76,70,62,77,35,68
Tariq Lamptey,RB,73,84,44,66,76,69,49
Facundo Pellistri,RM,73,82,64,66,75,38,63
Justin Njinmah,ST,73,88,74,63,73,30,60
Zeca,ST,73,80,71,59,70,27,81
Benjamín Domínguez,LM,73,84,67,67,75,41,54
Kendry Páez,CAM,73,79,68,69,75,43,54
Yarek,CB,73,64,52,64,67,75,66
José Sosa,CAM,73,42,67,78,75,64,61
Luís Hernández,CB,73,60,50,64,64,73,76
Lucas Höler,ST,73,67,72,55,63,51,79
Quiles,ST,73,79,72,64,68,31,73
Elisha Owusu,CDM,73,55,54,68,70,70,70
Daniel,GK,73,73,71,70,76,23,74
Salis Abdul Samed,CDM,73,58,49,63,69,71,77
Obed Nkambadio,GK,73,73,70,67,76,30,71
Matthieu Epolo,GK,73,76,70,66,73,32,70
Killian Corredor,LM,73,79,69,68,74,27,70
Mexx Meerdink,ST,73,71,72,58,73,33,80
Caroline Kehrer,ST,73,72,73,58,69,45,69
Kenan Karaman,CAM,73,73,72,67,74,28,72
Daniel Cataño,CAM,73,69,70,70,72,46,59
Julián Millán,CB,73,74,49,57,58,75,73
Armando Obispo,CB,73,70,42,60,66,72,76
Álex Suárez,CB,73,78,36,61,62,72,77
Joseph Okumu,CB,73,77,41,56,62,72,78
Rachele Baldi,GK,73,71,70,73,73,28,71
Noah Weißhaupt,LM,73,78,60,68,74,46,60
Oussama Targhalline,CM,73,49,63,70,72,68,64
Jonathan Dubasin,RM,73,76,73,67,73,36,61
James McAtee,RW,73,72,69,70,75,41,59
Karen Holmgaard,CDM,73,52,55,67,64,74,74
Lisa Fjeldstad Naalsund,CDM,73,53,59,66,71,68,69
Sam Lammers,ST,73,65,74,65,76,36,69
Matías Mansilla,GK,73,72,72,70,72,26,73
Oliwia Woś,CB,73,64,54,61,62,73,71
Lawrence Shankland,ST,73,63,75,66,72,28,80
Fedor Chalov,ST,73,74,74,68,72,33,63
Mostafa Mohamed,ST,73,70,74,58,67,37,78
Leanne Kiernan,ST,73,81,76,64,76,28,59
Daniela Arias,CB,73,60,55,55,69,75,70
Alba Pérez,RB,73,69,42,70,66,72,65
Marc-Oliver Kempf,CB,73,72,41,56,62,74,78
Jeppe Tverskov,CM,73,49,52,65,68,71,78
Dennis Geiger,CDM,73,55,53,75,78,64,58
Samantha van Diemen,CB,73,69,35,68,68,73,70
Unai Gómez,CAM,73,67,66,72,74,39,65
Daliyah de Klonia,RB,73,74,45,59,65,72,68
Carlton Morris,ST,73,71,73,58,69,34,77
Arnaud Nordin,RM,73,76,70,70,74,37,55
Nicolas Cozza,LB,73,69,41,61,69,74,68
Marius Mouandilmadji,ST,73,74,74,52,69,32,81
Ava Cook,LM,73,74,71,68,71,38,60
Cristina Postigo,RB,73,68,39,66,63,72,74
Carracedo,RW,73,78,64,67,77,32,63
Maroan Sannadi,ST,73,69,71,59,68,33,81
Benjamin Stambouli,CDM,73,46,58,66,70,71,70
André Luís,ST,73,82,73,60,70,24,72
Sergio Camello,ST,73,70,73,68,74,33,63
Svetozar Marković,CB,73,72,45,55,59,73,77
Poppy Pattinson,LB,73,69,49,67,62,71,63
Imani Dorsey,LB,73,69,46,63,68,73,62
Jakob Glesnes,CB,73,52,55,56,61,73,83
Japhet Tanganga,CB,73,71,33,61,66,72,77
Brandon Vazquez,ST,73,75,72,54,67,34,78
Jeong Woo Yeong,CAM,73,76,62,68,78,36,60
Jorman Campuzano,CDM,73,72,40,60,65,71,72
Pedro Chirivella,CDM,73,54,51,69,67,69,69
Lucas Di Yorio,ST,73,81,70,60,67,31,70
Linton Maina,LM,73,91,62,66,73,30,57
Sinaly Diomandé,CB,73,62,50,61,58,73,75
Akor Jerome Adams,ST,73,77,72,56,70,29,75
Soungoutou Magassa,CDM,73,54,49,66,64,72,74
Vinícius Lopes,RW,73,76,70,69,73,27,64
Lautaro Rivero,CB,73,59,46,65,64,74,70
Hernán Barcos,ST,73,49,75,66,65,47,76
Rony Lopes,RM,73,72,72,73,75,30,56
Manuel Benson,RM,73,82,70,69,78,35,44
Moussa Sylla,ST,73,83,72,61,73,25,64
Danny Namaso,ST,73,79,71,61,76,23,68
Youssoufa Moukoko,ST,73,74,69,59,77,34,65
Julio César Enciso,CAM,73,74,72,70,78,33,51
Karol Świderski,ST,73,66,74,63,71,32,71
Ragnar Ache,ST,73,81,70,52,69,29,76
Dayne St. Clair,GK,73,73,69,60,76,27,72
Teninsoun Sissoko,CB,73,60,46,63,59,74,75
Léo Scienza,LM,73,82,68,69,77,29,52
Peque,CAM,73,77,71,69,74,35,51
Ângelo,RM,73,84,60,69,80,30,54
Timo Hübers,CB,73,72,40,56,58,73,77
Goduine Koyalipou,ST,73,75,72,60,70,31,68
Victor Olatunji,ST,73,77,70,57,67,24,81
Emin Bayram,CB,73,60,40,60,70,74,72
Rafik Guitane,RW,73,80,65,68,78,31,53
Emirhan Topçu,CB,73,73,33,57,65,73,74
Robson Bambu,CB,73,77,40,54,61,75,68
Albion Rrahmani,ST,73,73,73,59,71,28,71
Ontiveros,LM,73,67,72,74,72,35,54
Danilo,ST,73,74,73,60,73,24,70
Luke Woolfenden,CB,73,65,35,62,63,72,77
Álex Sancris,RM,73,79,68,70,70,29,58
Jasmin Janning,GK,73,73,69,67,74,19,71
Youssef El Arabi,ST,73,59,76,65,72,37,64
Nicolas Höfler,CDM,73,51,47,64,66,74,71
Siyabonga Ngezana,CB,73,75,37,48,60,74,79
Kiliann Sildillia,RB,73,69,30,61,68,74,71
Filipe Relvas,CB,73,64,41,61,58,73,76
Nicolás Valentini,CB,73,72,32,59,62,74,74
Laís Araújo,CB,73,64,38,63,66,73,69
Fer López,RW,73,66,68,73,74,39,52
Joaquín,CB,73,63,45,61,55,70,78
Calero,CB,73,60,42,65,65,73,67
Loreta Kullashi,ST,73,67,73,62,73,33,64
Celina Degen,CB,73,53,51,61,62,74,71
Fisnik Asllani,ST,73,65,74,59,72,28,74
Josef Martínez,ST,73,78,74,60,72,23,64
Leandro Díaz,ST,73,64,74,62,69,27,75
Cyriel Dessers,ST,73,72,74,55,67,28,75
Michael Ngadeu,CB,73,62,43,58,54,72,82
El Bilal Touré,ST,73,77,72,61,72,23,66
Hannah Eurlings,CAM,73,75,69,68,75,31,53
Eíran Cashin,CB,73,58,44,57,60,71,81
Teyah Goldie,CB,73,60,48,62,63,75,63
Gustavo,ST,73,75,74,51,66,24,80
Jordan Siebatcheu,ST,73,52,72,61,70,39,76
Malia Berkely,CB,73,45,57,67,64,74,63
Ffion Morgan,RM,73,76,70,69,74,24,57
Jordan Lefort,CB,73,64,26,65,65,73,76
Malang Sarr,CB,73,52,45,65,64,73,70
Dennis Eckert Ayensa,ST,73,74,72,52,72,29,70
Kaio César,RM,73,86,60,65,80,33,44
Abdón Prats,ST,73,65,75,61,73,29,65
Mads Bech Sørensen,CB,73,54,44,57,61,73,79
Milton Giménez,ST,73,69,75,51,64,28,81
Cornelia Kapocs,LM,73,69,72,68,74,22,62
Stratos Svarnas,CB,73,72,36,52,53,72,82
Nastassja Lein,ST,73,66,73,63,73,37,55
Pontus Jansson,CB,73,57,45,51,59,73,81
Adam Buksa,ST,73,60,74,56,67,32,77
Carlos González,ST,73,62,73,54,67,35,75
Mohamed Bayo,ST,73,66,75,60,72,26,67
Victor Eriksson,CB,73,69,36,51,57,72,81
Lorenzo Colombo,ST,73,68,76,52,71,29,69
Gabriel Osho,CB,73,67,30,54,65,73,75
Nazareno Colombo,CB,73,63,39,52,54,73,83
Raúl García,ST,73,66,74,61,70,25,68
Jassina Blom,ST,73,69,72,62,72,25,64
Lucy Parker,CB,73,55,39,60,61,75,74
Evan Ferguson,ST,73,66,75,60,71,20,71
Robin Pröpper,CB,73,46,51,60,55,74,76
Modibo Sagnan,CB,73,66,32,58,56,73,77
Saba Sazonov,CB,73,60,40,58,61,73,70
Rob Dickie,CB,73,53,45,54,57,73,79
Gastón Hernández,CB,73,67,37,52,58,75,72
Warmed Omari,CB,73,60,34,58,62,73,73
Julia Magerl,CB,73,68,45,53,56,75,63
