PlayerName,Position,OverallRating,PaceRating,ShootRating,PassRating,DribRating,DefenseRating,PhysicalRating
Eduardo Salvio,RW,75,77,72,72,79,54,66
Lazar Samardžić,CM,75,70,71,73,79,60,62
Albert Sambi Lokonga,CM,75,64,58,74,76,68,71
Zaidu Sanusi,LB,75,90,37,55,63,73,72
Yusuf Sarı,RM,75,85,70,70,79,33,59
Martín Satriano,ST,75,67,74,62,73,34,69
Keven Schlotterbeck,CB,75,61,27,53,54,76,73
Romano Schmid,CAM,75,77,63,70,81,53,58
Rob Schoofs,CM,75,53,72,76,74,67,66
Bibi,CB,75,65,35,69,62,76,74
Bruno Varela,GK,75,75,73,69,76,39,73
Lawrence Shankland,ST,75,63,78,64,74,28,80
Kayla Sharples,CB,75,47,42,50,64,77,68
Ben Sheaf,CDM,75,54,47,71,71,74,74
Vincent Sierro,CM,75,61,67,75,72,70,75
David Silva,CAM,75,62,69,75,74,54,68
Nycole Raysla,ST,75,78,76,74,76,33,67
Kirsty Smith,LB,75,79,34,60,62,73,57
Douglas Augusto,CM,75,72,69,70,72,73,80
Asger Sørensen,CB,75,57,45,61,61,77,76
Junior Sornoza,CAM,75,74,75,75,75,41,51
Ramón Sosa,LM,75,82,66,68,76,49,65
Borna Sosa,LB,75,71,53,78,75,67,71
Boubakary Soumaré,CDM,75,67,56,73,74,70,77
Stijn Spierings,CDM,75,54,66,68,70,74,75
Bianca St-Georges,RM,75,69,64,73,74,70,78
Jens Stage,CM,75,65,68,71,73,73,78
Jason Steele,GK,75,75,73,80,74,39,75
Renato Steffen,RW,75,86,70,71,77,53,66
Sem Steijn,CAM,75,66,78,69,75,38,75
Miroslav Stevanović,RM,75,78,70,75,73,39,69
Kylie Strom,CB,75,73,49,68,66,75,75
Luis Javier Suárez,ST,75,80,77,65,71,38,75
Denis Suárez,CM,75,59,70,77,77,64,54
Pavel Šulc,CAM,75,71,72,73,76,39,60
Jonas Svensson,RB,75,74,60,70,74,72,79
Mile Svilar,GK,75,75,73,70,78,58,75
Sammie Szmodics,CAM,75,79,75,70,76,51,67
Terrats,CM,75,60,64,70,71,71,71
Tetê,RM,75,80,70,70,78,41,56
Adrien Thomasson,CAM,75,59,73,76,77,64,72
Maria Thorisdottir,CB,75,44,32,59,60,76,78
Guus Til,CAM,75,81,73,71,73,64,74
Tarik Tissoudali,ST,75,73,75,69,80,37,60
Hamed Traorè,CAM,75,76,69,72,78,57,59
Adama Traoré,RM,75,93,65,64,81,37,80
Mike Trésor,LM,75,85,68,74,77,38,58
Christopher Trimmel,RB,75,69,65,74,68,74,79
Christos Tzolis,LM,75,77,73,67,79,38,67
Felix Uduokhai,CB,75,62,39,53,59,76,75
Aurélio Buta,RM,75,87,60,69,77,67,67
Samuel Umtiti,CB,75,55,57,67,61,76,73
Josha Vagnoman,RB,75,87,61,69,73,70,81
Cote,LB,75,64,58,80,73,73,70
Valedezate,CB,75,74,50,61,64,75,75
Donny van de Beek,CM,75,65,76,74,75,70,67
Maarten Vandevoordt,GK,75,77,74,73,76,40,73
Amalie Vangsgaard,ST,75,71,75,66,68,49,65
Justine Vanhaevermaet,CM,75,42,69,72,71,73,78
Barnabás Varga,ST,75,70,77,56,70,20,72
Ruben Vargas,LM,75,82,70,69,79,54,65
Franco Vázquez,CAM,75,42,77,77,77,56,77
Kevin,RB,75,67,53,67,66,73,66
Alan Velasco,LM,75,83,68,71,80,52,61
Alejo Veliz,ST,75,71,74,54,70,25,73
Simone Verdi,CAM,75,77,71,74,79,43,47
Iñigo Vicente,LM,75,78,68,74,76,47,62
Domagoj Vida,CB,75,70,41,58,59,77,79
Nacho Vidal,RB,75,75,56,69,69,73,65
Rodrigo Villagra,CDM,75,70,48,68,73,73,74
Martin Vitík,CB,75,73,39,56,63,75,75
Kevin Vogt,CB,75,67,48,71,66,75,76
Aster Vranckx,CM,75,61,65,72,78,72,76
Kai Wagner,LB,75,78,50,69,69,70,79
Ally Watt,ST,75,84,72,63,69,42,64
Ryan Williams,RB,75,74,50,71,71,71,68
Harry Wilson,RM,75,76,77,75,76,43,58
Pia-Sophie Wolter,RB,75,77,71,62,77,72,74
Andriy Yarmolenko,RM,75,60,79,76,76,42,72
Ryan Yates,CDM,75,58,60,67,67,75,81
Kristoffer Zachariassen,CAM,75,73,71,69,73,69,74
Bryan Zaragoza,RM,75,82,72,69,81,30,44
Robin Zentner,GK,75,76,73,57,80,65,72
McCall Zerboni,CDM,75,52,61,68,72,73,73
Ramiz Zerrouki,CDM,75,61,65,72,73,68,80
Walker Zimmerman,CB,75,56,50,55,56,74,84
Philip Zinckernagel,LM,75,82,72,71,76,42,67
Steven Zuber,ST,75,77,74,73,75,65,76
Maite Zubieta,CDM,75,68,57,70,62,72,63
Robert Žulj,ST,75,60,77,76,74,38,75
Liel Abada,RW,74,87,72,67,73,41,59
Kerry Abello,LB,74,68,64,71,74,71,66
Akor Jerome Adams,ST,74,81,73,56,70,29,76
Anel Ahmedhodžić,CB,74,74,41,59,61,74,78
Ludovic Ajorque,ST,74,52,75,62,66,45,84
Akieme,LB,74,78,48,60,71,71,71
Kevin Akpoguma,CB,74,74,48,59,70,75,74
Ali Al Bulayhi,CB,74,51,38,43,46,73,85
Sultan Al Ghannam,RB,74,81,60,73,75,66,68
Rubén Alcaraz,CM,74,51,71,76,71,73,81
Marie-Yasmine Alidou,CAM,74,73,73,72,74,42,62
Samú Costa,CDM,74,62,63,67,68,70,73
Andrea Álvarez,ST,74,74,77,63,74,41,69
Sergio Álvarez,CDM,74,56,65,67,67,70,82
Vinícius,ST,74,70,75,60,69,41,79
Bernadette Amani,CDM,74,64,47,68,70,74,71
Tiago Gouveia,RM,74,85,68,67,76,32,61
Julian Araujo,RB,74,90,33,62,69,70,75
Amira Arfaoui,ST,74,78,70,71,76,50,67
Arribas,CAM,74,69,76,70,76,32,51
Takuma Asano,RM,74,86,68,63,77,33,70
Lorenz Assignon,RB,74,74,51,63,72,70,67
Eduard Atuesta,CM,74,63,57,75,76,67,70
Ludwig Augustinsson,LB,74,66,59,74,67,73,71
Gabriel Ávalos,ST,74,67,74,61,73,46,82
Ousseynou Ba,CB,74,69,31,46,55,74,80
Dorian Bailey,CM,74,73,63,70,72,71,76
Nedim Bajrami,CAM,74,75,68,73,77,58,65
Patrick Bamford,ST,74,74,72,68,71,41,74
Keidi Bare,CDM,74,72,55,67,72,71,77
Vasilios Barkas,GK,74,74,72,73,75,42,72
Nahuel Barrios,LW,74,90,66,67,79,37,46
Toma Bašić,CM,74,43,65,75,72,72,74
Gelson Martins,RM,74,86,67,67,81,51,54
Jan Bednarek,CB,74,43,22,55,55,75,77
Armel Bella Kotchap,CB,74,76,25,50,50,74,77
László Bénes,CM,74,57,76,76,75,49,66
Manuel Benson,RM,74,82,70,69,78,35,44
Christian Benteke,ST,74,46,75,62,67,32,77
Maike Berentzen,LM,74,68,65,74,71,69,73
Croix Bethune,CAM,74,71,71,71,75,55,60
Michelle Betos,GK,74,73,74,70,75,38,74
Samuele Birindelli,RB,74,83,52,65,71,70,63
Antonio Blanco,CDM,74,52,57,68,67,70,62
Rubén Blanco,GK,74,79,72,73,74,53,70
Arnaud Bodart,GK,74,77,71,69,74,55,74
Valeriy Bondar,CB,74,71,32,63,65,75,74
Gemma Bonner,CB,74,46,47,44,58,76,74
Sebastiaan Bornauw,CB,74,74,45,59,55,74,77
Rubén Botta,CAM,74,81,72,74,76,40,69
Edoardo Bove,CM,74,66,68,67,74,74,70
Michaela Brandenburg,CB,74,65,53,67,64,74,76
Belle Briede,CM,74,48,67,69,74,67,59
David Brooks,RM,74,65,69,73,77,48,58
Courtney Brosnan,GK,74,70,71,66,77,41,75
Jody Brown,RM,74,76,69,67,73,43,60
Josh Brownhill,CM,74,66,70,72,73,72,77
Matteo Brunori,ST,74,79,73,63,75,42,74
Pavel Bucha,CDM,74,71,68,74,75,69,71
Tajon Buchanan,RM,74,92,65,66,74,67,73
Adam Buksa,ST,74,63,74,57,68,32,77
Wouter Burger,CDM,74,75,63,69,68,69,80
Juan David Cabal,LB,74,71,38,68,65,74,73
Leandro Cabrera,CB,74,54,45,57,53,74,79
Anthony Caci,LB,74,69,54,70,70,72,74
Nicolò Cambiaghi,LW,74,77,72,65,77,38,68
Laurie Cance,CM,74,75,69,74,74,56,74
Todd Cantwell,CAM,74,71,67,71,76,43,52
Elia Caprile,GK,74,72,72,72,77,48,74
Cindy Caputo,LM,74,76,74,70,76,45,67
Dani Cárdenas,GK,74,74,71,73,77,44,68
Caro,GK,74,74,70,69,75,38,76
Ramiro Carrera,CM,74,79,71,73,73,64,76
Léo Baptistão,RM,74,76,73,69,74,33,69
Fábio Carvalho,CAM,74,77,68,68,77,45,51
Vitor Carvalho,CDM,74,75,62,64,71,72,75
Milton Casco,LB,74,75,68,74,78,67,76
Daniele Casiraghi,LM,74,76,70,72,73,50,73
Leonardo Castro,ST,74,80,76,62,71,32,64
Jonny,RB,74,68,54,69,74,74,66
Matías Catalán,CB,74,82,58,66,65,74,78
Daniel Cataño,CAM,74,69,69,70,73,46,59
Václav Černý,RM,74,83,70,66,76,38,64
Ilias Chair,LM,74,79,66,71,78,32,53
Muhammed Cham,CAM,74,76,68,71,75,25,51
Calum Chambers,CB,74,52,56,70,68,75,67
Lice Chamorro,ST,74,82,74,66,70,48,85
Kenza Chapelle,ST,74,60,76,62,72,34,61
Walid Cheddira,ST,74,80,73,64,68,41,76
Remina Chiba,ST,74,83,80,60,73,22,54
Mohamed-Ali Cho,RW,74,80,69,64,76,26,56
Tomáš Chorý,ST,74,50,74,60,63,32,87
Mojmír Chytil,ST,74,73,72,55,68,29,81
Pathé Ciss,CDM,74,62,56,61,63,72,84
Viktor Claesson,CM,74,72,71,72,76,63,76
Nathaniel Clyne,RB,74,70,60,68,72,74,67
Conor Coady,CB,74,45,56,72,64,76,71
Timothé Cognat,CM,74,78,66,73,76,62,70
Séamus Coleman,RB,74,53,65,71,73,76,70
Facundo Colidio,ST,74,80,71,67,79,43,69
Omar Colley,CB,74,64,31,48,55,73,84
Tomás Conechny,LW,74,90,73,65,76,33,65
Joaquín Correa,ST,74,65,73,73,78,40,64
Brayan Cortés,GK,74,73,73,74,76,48,71
Logan Costa,CB,74,48,38,55,61,75,75
Lassana Coulibaly,CDM,74,69,58,69,72,72,75
Alessio Cragno,GK,74,74,72,70,75,39,74
Aaron Cresswell,LB,74,59,59,74,74,75,62
Andrés Cubas,CDM,74,69,50,66,71,73,56
Jorge Cuenca,CB,74,60,37,60,53,76,67
Patrick Cutrone,ST,74,72,73,59,74,29,71
Lucas Da Cunha,LM,74,79,69,69,78,39,56
Finn Dahmen,GK,74,74,68,76,78,45,72
Patson Daka,ST,74,89,73,58,74,26,69
Flavius Daniliuc,CB,74,52,42,61,60,74,77
Mohamed Daramy,LM,74,86,66,65,78,28,70
Pablo De Blasis,CM,74,67,69,73,79,67,52
Maracás,CB,74,76,30,50,59,75,75
Pedro De la Vega,RW,74,82,73,69,75,50,72
Natan,CB,74,59,33,48,50,77,74
Vinicius Souza,CDM,74,65,56,64,67,74,80
Dani de Wit,CAM,74,54,77,70,70,72,87
Brecht Dejaegere,CM,74,67,69,74,74,67,70
Pedrinho,RM,74,82,64,72,79,42,53
Silke Demeyere,LB,74,67,67,72,77,71,65
Stefano Denswil,CB,74,57,56,67,65,75,75
Mariam Diakité,CB,74,61,51,52,51,76,66
Habib Diallo,ST,74,70,74,59,71,22,74
Ismael Díaz,LW,74,87,70,62,75,34,75
Damián Díaz,CAM,74,64,71,76,74,44,66
Leandro Díaz,ST,74,64,75,63,69,27,76
Mohammed Diomande,CDM,74,76,68,72,79,68,71
Andy Diouf,CM,74,75,68,71,75,67,75
Pauleta,CDM,74,67,72,74,73,71,67
Lisa Doorn,CB,74,54,56,60,61,73,76
Imani Dorsey,LB,74,70,46,63,68,73,62
Alberto Dossena,CB,74,43,43,52,59,76,75
David Douděra,RM,74,89,66,65,72,65,67
Tasos Douvikas,ST,74,81,72,62,73,34,73
Tommy Doyle,CM,74,67,65,74,75,65,67
Ondrej Duda,CM,74,65,71,73,78,64,63
Alfred Duncan,CM,74,67,64,72,74,76,80
Maxime Dupé,GK,74,76,73,72,74,46,71
Jhon Durán,ST,74,78,75,58,71,32,77
Filip Đuričić,CAM,74,69,69,73,76,42,59
Rafiu Durosinmi,ST,74,76,71,60,71,27,76
Tyronne Ebuehi,RB,74,85,51,60,70,69,71
Rodrigo Echeverría,CM,74,72,65,70,72,74,83
Anwar El Ghazi,LM,74,72,76,70,75,35,68
Meschack Elia,ST,74,92,72,67,78,26,71
Salomé Elisor,CM,74,69,68,73,75,66,73
Gonzalo Escalante,CM,74,60,70,72,71,73,75
Aarón,GK,74,72,74,71,74,37,72
Escudero,LB,74,65,62,72,70,74,67
Mateus Fernandes,CM,74,75,65,73,79,58,62
Estella,RB,74,68,49,65,71,73,79
Maxime Estève,CB,74,61,33,52,54,74,77
Jonny Evans,CB,74,33,32,62,56,76,70
Edu Expósito,CM,74,65,74,72,75,70,69
Abdessamad Ezzalzouli,LM,74,83,70,66,78,27,53
Rasmus Falk,CM,74,75,55,70,81,66,69
Facundo Farías,ST,74,85,72,68,80,39,70
Federico Fattori,CDM,74,63,54,68,72,70,76
Peque,CAM,74,81,72,69,75,35,51
Bayley Feist,CDM,74,80,67,70,75,71,57
Evan Ferguson,ST,74,72,76,60,71,20,70
Jean,GK,74,74,73,68,78,29,74
Nicolás Fernández,ST,74,86,74,63,77,39,66
Megan Finnigan,CB,74,60,43,65,61,74,72
Paula Flach,CB,74,71,52,71,69,76,68
Zian Flemming,ST,74,70,75,72,73,57,79
James Forrest,RW,74,77,72,70,74,49,54
Gabriel Pec,RW,74,85,69,65,77,34,70
Dimitri Foulquier,RB,74,75,59,66,68,72,74
Mohamed Fouzair,RM,74,78,64,70,77,50,71
Melissa Friedrich,CB,74,45,47,56,60,75,73
Vanessa Fürst,CB,74,58,49,65,69,76,70
Roberto Gagliardini,CDM,74,42,63,70,71,75,69
Hernán Galíndez,GK,74,74,73,70,74,32,76
Antonino Gallo,LB,74,78,52,70,70,68,66
Agustín García Basso,CB,74,65,52,60,63,75,77
Raúl García,ST,74,70,74,62,71,25,68
Unai García,CB,74,57,42,62,57,76,75
Kike García,ST,74,52,75,64,72,44,72
Débora,RB,74,72,57,71,70,71,61
Violeta Quiles,LM,74,82,68,68,77,61,64
Ryan Gareis,LM,74,69,68,72,73,48,71
Johan Gastien,CDM,74,42,63,66,69,71,74
Dennis Geiger,CDM,74,45,53,76,79,64,58
Andreas Gianniotis,GK,74,77,71,66,77,38,71
Robert Glatzel,ST,74,63,74,48,66,30,79
Wilfried Gnonto,RM,74,87,72,65,79,30,66
Yeimar Gómez Andrade,CB,74,66,33,49,57,73,86
Sergio Gómez,LB,74,69,70,75,77,69,65
Craig Goodwin,LM,74,84,73,72,71,59,76
Jon Gorenc Stanković,CDM,74,44,46,59,66,75,82
Luca Graf,CM,74,67,63,72,71,65,69
Andreaw Gravillon,CB,74,70,56,49,55,74,77
Lisanne Gräwe,CM,74,55,64,71,75,59,62
Florian Grillitsch,CB,74,66,60,76,75,76,68
Kamil Grosicki,LM,74,84,70,73,75,37,60
Brajan Gruda,CAM,74,78,71,69,81,30,67
Gabriel Gudmundsson,LB,74,85,64,69,72,67,72
Alicia-Sophie Gudorf,RB,74,76,44,64,69,73,73
Evann Guessand,ST,74,80,72,56,70,27,70
Rafik Guitane,RW,74,76,66,68,80,31,53
Angus Gunn,GK,74,75,71,72,76,48,71
Guridi,CAM,74,63,66,70,76,62,56
Emmanuel Gyasi,RM,74,79,64,67,74,48,70
Janik Haberer,CM,74,58,67,71,74,63,71
Amir Hadžiahmetović,CDM,74,71,60,73,72,71,76
Ianis Hagi,CAM,74,63,72,74,75,36,62
Massadio Haïdara,CB,74,76,60,64,71,73,78
Haris Hajradinović,CM,74,73,68,77,75,55,68
Madison Haley,ST,74,80,73,59,68,35,68
Hákon Arnar Haraldsson,LM,74,76,64,71,77,57,68
Sophie Román Haug,ST,74,73,73,62,70,40,69
Janina Hechler,LB,74,81,49,67,66,71,74
Gauthier Hein,CAM,74,78,72,73,79,35,57
Mees Hilgers,CB,74,74,43,54,59,75,76
Marwin Hitz,GK,74,72,73,75,73,42,79
Emil Holm,RM,74,82,61,67,71,66,84
Karen Holmgaard,CDM,74,57,55,68,64,75,74
Lewis Holtby,CM,74,61,66,75,76,63,67
Robin Hranáč,CB,74,69,39,51,53,73,78
Patrik Hrošovský,CDM,74,61,71,74,74,70,68
Will Hughes,CDM,74,43,63,75,73,71,63
Omari Hutchinson,RM,74,80,72,68,77,53,62
Elseid Hysaj,LB,74,73,51,66,72,72,69
Iborra,CDM,74,50,66,72,63,73,79
Juan Iglesias,RB,74,81,39,61,66,71,70
Kelechi Iheanacho,ST,74,71,74,69,75,38,71
Danny Ings,ST,74,59,77,69,73,45,61
Jackson Irvine,CM,74,64,68,70,70,72,79
Carlos Izquierdoz,CB,74,48,53,52,53,73,83
Armando Izzo,CB,74,45,33,47,64,75,73
Natalie Jacobs,CB,74,75,47,63,65,75,68
Iván Jaime,LM,74,74,73,71,76,51,64
Ismail Jakobs,LB,74,84,60,64,73,67,69
Lucas Janson,LM,74,85,70,66,77,41,65
Martin Jedlička,GK,74,73,74,70,75,35,72
Tin Jedvaj,CB,74,70,51,57,64,74,76
Fredrik Jensen,CAM,74,68,69,71,74,55,73
Moritz Jenz,CB,74,63,29,50,55,73,80
Raúl Jiménez,ST,74,54,76,73,73,45,78
Celia,RB,74,65,47,66,68,76,79
Viktor Johansson,GK,74,75,71,70,77,40,73
Jens Jønsson,CDM,74,72,56,65,70,73,75
Joo Min Kyu,ST,74,69,76,56,69,44,81
Jesse Joronen,GK,74,73,73,69,75,47,74
Václav Jurečka,ST,74,74,74,66,71,49,76
Jutglà,ST,74,76,74,65,77,29,76
Lukáš Kalvach,CM,74,64,64,74,73,72,78
Glen Kamara,CDM,74,74,58,69,77,69,75
Efecan Karaca,CAM,74,79,65,72,77,44,50
Oleksandr Karavaiev,RB,74,77,57,70,72,68,65
Grace Kazadi,RB,74,73,47,66,72,71,67
Missy Bo Kearns,CM,74,74,68,77,75,60,67
Naby Keïta,CM,74,60,71,72,81,67,59
Tziarra King,LM,74,89,68,68,73,43,72
Otar Kiteishvili,CAM,74,72,71,71,77,67,58
Klauss,ST,74,64,74,62,66,36,85
Mateusz Klich,CM,74,64,70,74,72,65,74
Robin Knoche,CB,74,45,42,54,49,76,72
Lize Kop,GK,74,75,66,72,74,30,77
Eva Kouache,RB,74,78,49,63,67,70,59
Konstantinos Koulierakis,CB,74,69,43,56,63,74,75
Alex Král,CDM,74,70,70,69,74,73,76
Tereza Krejčiříková,CDM,74,69,47,66,64,71,73
Lukas Kübler,RB,74,82,47,60,67,71,73
Marash Kumbulla,CB,74,39,32,53,56,77,73
Sven Kums,CM,74,39,69,77,72,72,67
Daler Kuzyaev,CM,74,75,68,73,75,71,70
Anissa Lahmari,CM,74,71,71,72,77,64,65
Adam Lallana,CAM,74,52,70,76,76,63,61
Sam Lammers,ST,74,66,74,65,76,36,69
Loïc Lapoussin,LM,74,75,67,70,77,66,72
Gautier Larsonneur,GK,74,72,72,72,75,52,73
Hugo Larsson,CM,74,73,63,67,75,65,73
Toni Lato,LB,74,77,56,71,71,68,62
Hayley Lauder,CM,74,77,65,73,72,68,66
Carrie Lawrence,CB,74,67,42,63,62,75,68
Darko Lazović,LM,74,71,72,74,75,65,56
Lee Young Ju,CDM,74,48,34,65,58,71,67
Lee Chang Geun,GK,74,73,74,67,77,45,72
Lee Dong Kyeong,CAM,74,75,74,72,75,57,69
Vanessa Leimenstoll,ST,74,79,71,67,73,45,63
Janina Leitzig,GK,74,73,71,74,74,37,76
Romée Leuchter,ST,74,74,74,58,74,27,69
Jamie Leweling,RM,74,85,69,64,76,42,73
Karol Linetty,CM,74,56,63,71,74,72,66
Jesse Lingard,CAM,74,73,71,72,77,58,61
Ondřej Lingr,CAM,74,71,74,70,76,53,79
Dejan Ljubičić,CM,74,73,69,70,73,70,78
Andrés Llinás,CB,74,64,29,50,55,75,75
María Llompart,CM,74,78,71,72,77,67,74
Gautier Lloris,CB,74,40,36,54,56,74,77
Gastón Lódico,LM,74,80,58,72,79,56,58
Yury Lodygin,GK,74,76,70,73,78,45,71
Joe Lolley,RM,74,73,70,70,76,49,63
Cadu,LM,74,75,67,73,76,67,62
Unai López,CDM,74,70,70,77,76,67,68
Hernán López Muñoz,CAM,74,87,67,67,80,36,59
Anthony Losilla,CDM,74,42,59,66,71,72,74
Joanne Love,CM,74,66,68,69,73,70,63
Dejan Lovren,CB,74,50,40,58,58,74,74
John Lundstram,CDM,74,65,72,71,70,69,77
Kevin Mac Allister,CB,74,75,55,60,72,74,79
Koki Machida,CB,74,78,42,59,52,73,80
Daizen Maeda,LW,74,93,71,65,75,60,74
Giulio Maggiore,CM,74,69,61,69,70,72,71
Hörður Magnússon,CB,74,69,50,68,60,75,75
Sofia Manner,GK,74,74,73,71,73,34,74
Ryan Manning,LB,74,69,60,72,73,68,71
Héloïse Mansuy,CB,74,69,38,61,65,75,74
Tomás Marchiori,GK,74,74,73,71,74,40,74
Iván Marcone,CDM,74,40,62,71,68,72,77
Nealy Martin,CDM,74,62,49,68,66,76,58
Asun Martínez,RW,74,84,72,72,75,41,79
Pep Biel,CAM,74,70,72,72,77,48,59
Neal Maupay,ST,74,69,75,67,72,41,72
Tegan McGrady,LB,74,69,48,67,67,73,61
Mark McKenzie,CB,74,81,36,50,64,73,78
Marvin Mehlem,CAM,74,68,67,70,77,54,64
Nico Melamed,CAM,74,80,68,75,78,40,60
Domingos Duarte,CB,74,47,36,57,52,75,75
Teden Mengi,CB,74,78,39,55,64,74,74
Illan Meslier,GK,74,75,73,70,76,38,70
Rony Lopes,RM,74,73,72,73,76,30,56
Djordje Mihailovic,CAM,74,71,70,74,74,60,67
Sven Mijnans,CM,74,65,71,71,75,63,70
Ari Mingueza,CM,74,72,70,76,73,65,67
Yankuba Minteh,RM,74,95,65,61,79,45,56
Bojan Miovski,ST,74,73,76,58,71,29,73
Fabio Miretti,CM,74,75,60,75,76,66,70
Josip Mišić,CDM,74,68,68,77,65,67,76
Stefan Mitrović,CB,74,32,34,53,51,75,81
Stoichkov,LM,74,73,76,69,75,46,71
Megan Montefusco,CB,74,49,44,59,62,77,69
César Montes,CB,74,57,46,60,63,73,79
Joni Montiel,CAM,74,70,76,75,77,50,60
Alfredo Morelos,ST,74,70,73,66,71,43,81
Esme Morgan,RB,74,76,34,71,67,72,67
Manu Morlanes,CM,74,67,64,75,73,69,68
Carlton Morris,ST,74,73,74,58,69,34,77
Faris Pemi Moumbagna,ST,74,89,72,57,68,29,81
Ernest Muçi,CAM,74,79,71,69,75,28,57
Mert Müldür,RB,74,74,53,65,74,71,74
Marius Müller,GK,74,75,71,59,78,30,75
Aihen Muñoz,LB,74,77,54,69,73,72,70
Javi Muñoz,CM,74,72,65,71,73,65,78
Alex Muñoz,CB,74,78,67,63,63,74,81
Thomas Murg,CAM,74,79,72,73,76,44,64
Amir Murillo,RB,74,82,57,68,71,69,73
Phillipp Mwene,LB,74,80,54,66,75,68,69
Koko Ange N'Guessan,RW,74,74,72,76,75,41,48
Fuka Nagano,CM,74,78,60,72,79,61,63
Marvelous Nakamba,CDM,74,58,49,62,71,74,74
Keito Nakamura,LM,74,77,72,70,76,41,69
Khaled Narey,RM,74,82,68,67,75,62,73
Luca Netz,LB,74,77,48,69,72,71,66
Gabriel Neves,CM,74,70,64,75,72,66,59
Perry Ng,RB,74,72,60,66,67,72,75
Michael Ngadeu,CB,74,64,43,55,55,74,83
Monique Ngock,CDM,74,67,52,66,69,70,67
Arnaud Nordin,RM,74,81,71,70,76,37,56
Andreia Norton,CM,74,67,61,73,77,60,65
Ernest Nuamah,RW,74,85,67,63,79,24,62
Juan Jesus,CB,74,60,33,51,60,76,71
Callum O'Hare,CAM,74,77,66,70,78,62,68
Dara O'Shea,CB,74,67,33,55,58,75,76
Igoh Ogbu,CB,74,75,39,55,59,72,82
Irene Oguiza,CDM,74,74,52,64,62,78,66
David Okereke,ST,74,83,71,56,76,26,65
Maduka Okoye,GK,74,73,72,68,78,24,74
Joseph Okumu,CB,74,78,41,56,63,73,77
Rogério,LB,74,75,53,68,76,70,59
Robin Olsen,GK,74,74,70,76,74,35,76
Kristoffer Olsson,CM,74,69,64,74,75,68,64
Christopher Operi,LB,74,77,61,69,72,68,71
Gift Orban,ST,74,77,79,62,73,18,62
Ivan Ordets,CB,74,54,53,49,46,75,80
Mislav Oršić,LM,74,78,79,71,74,59,60
Patrick Osterhage,CDM,74,76,60,68,73,72,75
Juan Ferney Otero,ST,74,91,73,67,75,31,75
Dango Ouattara,LM,74,85,68,65,77,47,57
Jacqueline Owusu,CM,74,77,68,70,70,62,75
Magomed Ozdoev,CM,74,69,71,74,72,72,71
Luis Palma,LW,74,77,74,75,75,32,63
Anna Patten,CB,74,65,44,62,63,76,71
Amahl Pellegrino,LW,74,84,74,68,73,40,60
Patrick Pentz,GK,74,73,71,71,76,53,72
Danilo,ST,74,74,74,61,74,25,70
Rubén Pérez,CDM,74,46,63,70,65,71,70
Romain Perraud,LB,74,69,72,73,74,71,71
Lucas Perrin,CB,74,44,35,55,59,76,73
Courtney Petersen,LB,74,75,58,68,70,69,69
Krzysztof Piątek,ST,74,70,75,56,72,36,71
Amos Pieper,CB,74,63,32,52,52,77,75
Joël Piroe,ST,74,64,75,63,71,29,71
Tommaso Pobega,CM,74,74,76,71,75,75,78
Julien Ponceau,CAM,74,76,64,72,78,55,59
Alexander Prass,CM,74,82,65,73,75,69,76
Lukáš Provod,CM,74,76,73,74,74,67,82
Teemu Pukki,ST,74,75,75,63,72,36,72
Baba Rahman,LB,74,75,60,68,69,70,74
Cristian Ramírez,LB,74,83,48,72,76,66,70
Moisés Ramírez,GK,74,74,71,68,75,33,72
Emma Ramírez,RB,74,70,55,71,70,72,60
Noelia Ramos,GK,74,77,75,70,75,45,73
Aaron Ramsey,CM,74,45,68,77,77,65,61
Luca Ranieri,CB,74,70,41,59,68,77,63
Federico Rasmussen,CB,74,53,34,64,59,73,85
Brittany Ratcliffe,LM,74,71,72,71,72,41,68
Kerlly Real,RB,74,76,52,61,66,73,76
Federico Redondo,CM,74,72,62,70,74,71,77
Rocco Reitz,CM,74,73,68,70,76,71,65
Elvis Rexhbeçaj,CM,74,59,66,71,74,68,74
Louna Ribadeira,ST,74,75,73,64,77,34,62
Diana Gomes,CB,74,69,30,54,58,76,72
Fabian Rieder,CAM,74,73,69,71,75,51,63
Nadine Riesen,LB,74,70,59,65,69,73,64
Mats Rits,CDM,74,71,69,71,73,72,73
Dmytro Riznyk,GK,74,74,66,76,75,48,77
Katie Robinson,RM,74,81,66,68,75,38,64
Rochinha,LW,74,84,65,67,78,40,53
Marek Rodák,GK,74,74,71,72,75,47,72
Óscar,CM,74,56,76,76,74,58,54
Manuel Roffo,GK,74,75,72,72,75,23,72
Valentin Rosier,RB,74,83,52,67,73,70,76
Madeline Roth,ST,74,72,74,70,77,56,66
Jérôme Roussillon,LB,74,80,65,69,74,71,74
Raúl Ruidíaz,ST,74,71,77,65,76,32,65
Mikkel Rygaard,CM,74,64,72,77,76,61,67
Lukáš Sadílek,CM,74,69,63,72,73,68,70
Osame Sahraoui,LM,74,81,60,66,80,45,54
Samu Sáiz,CAM,74,76,74,74,76,31,69
Diadié Samassékou,CDM,74,59,49,61,71,74,72
Thiniba Samoura,CB,74,74,32,54,63,74,70
Francisco Moura,LB,74,76,55,72,74,70,70
Javi Sánchez,CB,74,68,56,55,61,74,76
Manu Sánchez,LB,74,73,44,62,68,72,60
